id,subject,topic_candidates,pdf,page_start,page_end,status
111-2-44-67,放射線診斷原理與技術學,超音波原理與技術,sources/111_2/44_Q.pdf,15,15,keyword_candidates_require_tutor_review
111-2-44-68,放射線診斷原理與技術學,放射生物學;MRI原理與技術,sources/111_2/44_Q.pdf,15,15,keyword_candidates_require_tutor_review
111-2-44-69,放射線診斷原理與技術學,超音波原理與技術;泌尿與生殖系統,sources/111_2/44_Q.pdf,15,15,keyword_candidates_require_tutor_review
111-2-44-70,放射線診斷原理與技術學,超音波原理與技術;消化系統,sources/111_2/44_Q.pdf,15,16,keyword_candidates_require_tutor_review
111-2-44-71,放射線診斷原理與技術學,超音波原理與技術,sources/111_2/44_Q.pdf,16,16,keyword_candidates_require_tutor_review
111-2-44-72,放射線診斷原理與技術學,超音波原理與技術;泌尿與生殖系統,sources/111_2/44_Q.pdf,16,16,keyword_candidates_require_tutor_review
111-2-44-73,放射線診斷原理與技術學,超音波原理與技術;泌尿與生殖系統,sources/111_2/44_Q.pdf,16,16,keyword_candidates_require_tutor_review
111-2-44-74,放射線診斷原理與技術學,輻射量與劑量學;偵檢器與計數統計;CT原理與技術;神經系統,sources/111_2/44_Q.pdf,16,17,keyword_candidates_require_tutor_review
111-2-44-75,放射線診斷原理與技術學,底片與影像接受器;對比劑與特殊攝影,sources/111_2/44_Q.pdf,17,17,keyword_candidates_require_tutor_review
111-2-44-76,放射線診斷原理與技術學,輻射防護與法規,sources/111_2/44_Q.pdf,17,17,keyword_candidates_require_tutor_review
111-2-44-77,放射線診斷原理與技術學,影像品質與數位影像,sources/111_2/44_Q.pdf,17,18,keyword_candidates_require_tutor_review
111-2-44-78,放射線診斷原理與技術學,影像品質與數位影像,sources/111_2/44_Q.pdf,18,18,keyword_candidates_require_tutor_review
111-2-44-79,放射線診斷原理與技術學,影像品質與數位影像,sources/111_2/44_Q.pdf,18,18,keyword_candidates_require_tutor_review
111-2-44-80,放射線診斷原理與技術學,輻射量與劑量學,sources/111_2/44_Q.pdf,18,18,keyword_candidates_require_tutor_review
111-2-55-01,放射線治療原理與技術學,放射生物學;血液免疫與一般病理,sources/111_2/55_Q.pdf,1,1,keyword_candidates_require_tutor_review
111-2-55-02,放射線治療原理與技術學,,sources/111_2/55_Q.pdf,1,1,keyword_candidates_require_tutor_review
111-2-55-03,放射線治療原理與技術學,輻射防護與法規;癌症與臨床放療;神經系統,sources/111_2/55_Q.pdf,1,1,keyword_candidates_require_tutor_review
111-2-55-04,放射線治療原理與技術學,癌症與臨床放療;消化系統;泌尿與生殖系統,sources/111_2/55_Q.pdf,1,1,keyword_candidates_require_tutor_review
111-2-55-05,放射線治療原理與技術學,放射生物學;癌症與臨床放療;血液免疫與一般病理,sources/111_2/55_Q.pdf,1,2,keyword_candidates_require_tutor_review
111-2-55-06,放射線治療原理與技術學,輻射量與劑量學;血液免疫與一般病理,sources/111_2/55_Q.pdf,2,2,keyword_candidates_require_tutor_review
111-2-55-07,放射線治療原理與技術學,放射生物學,sources/111_2/55_Q.pdf,2,2,keyword_candidates_require_tutor_review
111-2-55-08,放射線治療原理與技術學,偵檢器與計數統計;放射生物學,sources/111_2/55_Q.pdf,2,2,keyword_candidates_require_tutor_review
111-2-55-09,放射線治療原理與技術學,底片與影像接受器,sources/111_2/55_Q.pdf,2,2,keyword_candidates_require_tutor_review
111-2-55-10,放射線治療原理與技術學,放射生物學,sources/111_2/55_Q.pdf,2,2,keyword_candidates_require_tutor_review
111-2-55-11,放射線治療原理與技術學,,sources/111_2/55_Q.pdf,2,3,keyword_candidates_require_tutor_review
111-2-55-12,放射線治療原理與技術學,,sources/111_2/55_Q.pdf,3,3,keyword_candidates_require_tutor_review
111-2-55-13,放射線治療原理與技術學,放射治療計畫與劑量,sources/111_2/55_Q.pdf,3,3,keyword_candidates_require_tutor_review
111-2-55-14,放射線治療原理與技術學,放射治療計畫與劑量;癌症與臨床放療,sources/111_2/55_Q.pdf,3,3,keyword_candidates_require_tutor_review
111-2-55-15,放射線治療原理與技術學,,sources/111_2/55_Q.pdf,3,4,keyword_candidates_require_tutor_review
111-2-55-16,放射線治療原理與技術學,輻射量與劑量學;放射治療計畫與劑量,sources/111_2/55_Q.pdf,4,4,keyword_candidates_require_tutor_review
111-2-55-17,放射線治療原理與技術學,放射治療計畫與劑量,sources/111_2/55_Q.pdf,4,4,keyword_candidates_require_tutor_review
111-2-55-18,放射線治療原理與技術學,放射治療計畫與劑量,sources/111_2/55_Q.pdf,4,4,keyword_candidates_require_tutor_review
111-2-55-19,放射線治療原理與技術學,放射治療計畫與劑量,sources/111_2/55_Q.pdf,4,4,keyword_candidates_require_tutor_review
111-2-55-20,放射線治療原理與技術學,影像品質與數位影像;放射治療計畫與劑量,sources/111_2/55_Q.pdf,4,4,keyword_candidates_require_tutor_review
111-2-55-21,放射線治療原理與技術學,MRI原理與技術;放射治療計畫與劑量,sources/111_2/55_Q.pdf,4,5,keyword_candidates_require_tutor_review
111-2-55-22,放射線治療原理與技術學,癌症與臨床放療;骨骼肌肉解剖與病理;泌尿與生殖系統,sources/111_2/55_Q.pdf,5,5,keyword_candidates_require_tutor_review
111-2-55-23,放射線治療原理與技術學,輻射量與劑量學;放射治療計畫與劑量;神經系統,sources/111_2/55_Q.pdf,5,5,keyword_candidates_require_tutor_review
111-2-55-24,放射線治療原理與技術學,放射治療計畫與劑量;癌症與臨床放療;消化系統,sources/111_2/55_Q.pdf,5,5,keyword_candidates_require_tutor_review
111-2-55-25,放射線治療原理與技術學,癌症與臨床放療;骨骼肌肉解剖與病理;神經系統;呼吸系統;泌尿與生殖系統,sources/111_2/55_Q.pdf,5,6,keyword_candidates_require_tutor_review
111-2-55-26,放射線治療原理與技術學,放射治療計畫與劑量,sources/111_2/55_Q.pdf,6,6,keyword_candidates_require_tutor_review
111-2-55-27,放射線治療原理與技術學,輻射量與劑量學;近接與特殊放療;癌症與臨床放療;呼吸系統,sources/111_2/55_Q.pdf,6,6,keyword_candidates_require_tutor_review
111-2-55-28,放射線治療原理與技術學,輻射量與劑量學;放射治療計畫與劑量;癌症與臨床放療,sources/111_2/55_Q.pdf,6,6,keyword_candidates_require_tutor_review
111-2-55-29,放射線治療原理與技術學,放射治療計畫與劑量,sources/111_2/55_Q.pdf,6,6,keyword_candidates_require_tutor_review
111-2-55-30,放射線治療原理與技術學,放射治療計畫與劑量;癌症與臨床放療;泌尿與生殖系統,sources/111_2/55_Q.pdf,6,7,keyword_candidates_require_tutor_review
111-2-55-31,放射線治療原理與技術學,輻射量與劑量學;放射治療計畫與劑量;放療設備與品保;癌症與臨床放療,sources/111_2/55_Q.pdf,7,7,keyword_candidates_require_tutor_review
111-2-55-32,放射線治療原理與技術學,輻射量與劑量學,sources/111_2/55_Q.pdf,7,7,keyword_candidates_require_tutor_review
111-2-55-33,放射線治療原理與技術學,,sources/111_2/55_Q.pdf,7,7,keyword_candidates_require_tutor_review
111-2-55-34,放射線治療原理與技術學,放射治療計畫與劑量,sources/111_2/55_Q.pdf,7,7,keyword_candidates_require_tutor_review
111-2-55-35,放射線治療原理與技術學,,sources/111_2/55_Q.pdf,7,8,keyword_candidates_require_tutor_review
111-2-55-36,放射線治療原理與技術學,放療設備與品保,sources/111_2/55_Q.pdf,8,8,keyword_candidates_require_tutor_review
111-2-55-37,放射線治療原理與技術學,近接與特殊放療,sources/111_2/55_Q.pdf,8,8,keyword_candidates_require_tutor_review
111-2-55-38,放射線治療原理與技術學,核衰變與核種平衡;半衰期與活度;近接與特殊放療,sources/111_2/55_Q.pdf,8,8,keyword_candidates_require_tutor_review
111-2-55-39,放射線治療原理與技術學,癌症與臨床放療;骨骼肌肉解剖與病理;泌尿與生殖系統,sources/111_2/55_Q.pdf,8,8,keyword_candidates_require_tutor_review
111-2-55-40,放射線治療原理與技術學,近接與特殊放療,sources/111_2/55_Q.pdf,8,9,keyword_candidates_require_tutor_review
111-2-55-41,放射線治療原理與技術學,MRI原理與技術;癌症與臨床放療;泌尿與生殖系統,sources/111_2/55_Q.pdf,9,9,keyword_candidates_require_tutor_review
111-2-55-42,放射線治療原理與技術學,輻射量與劑量學;近接與特殊放療,sources/111_2/55_Q.pdf,9,9,keyword_candidates_require_tutor_review
111-2-55-43,放射線治療原理與技術學,近接與特殊放療,sources/111_2/55_Q.pdf,9,9,keyword_candidates_require_tutor_review
111-2-55-44,放射線治療原理與技術學,MRI原理與技術,sources/111_2/55_Q.pdf,9,9,keyword_candidates_require_tutor_review
111-2-55-45,放射線治療原理與技術學,底片與影像接受器;近接與特殊放療;癌症與臨床放療;對比劑與特殊攝影;骨骼肌肉解剖與病理;泌尿與生殖系統,sources/111_2/55_Q.pdf,9,9,keyword_candidates_require_tutor_review
111-2-55-46,放射線治療原理與技術學,放射治療計畫與劑量,sources/111_2/55_Q.pdf,10,10,keyword_candidates_require_tutor_review
111-2-55-47,放射線治療原理與技術學,放射治療計畫與劑量;近接與特殊放療;癌症與臨床放療;泌尿與生殖系統;血液免疫與一般病理,sources/111_2/55_Q.pdf,10,10,keyword_candidates_require_tutor_review
111-2-55-48,放射線治療原理與技術學,放射治療計畫與劑量;放療設備與品保;近接與特殊放療,sources/111_2/55_Q.pdf,10,10,keyword_candidates_require_tutor_review
111-2-55-49,放射線治療原理與技術學,近接與特殊放療,sources/111_2/55_Q.pdf,10,10,keyword_candidates_require_tutor_review
111-2-55-50,放射線治療原理與技術學,核醫SPECT與加馬攝影機,sources/111_2/55_Q.pdf,10,10,keyword_candidates_require_tutor_review
111-2-55-51,放射線治療原理與技術學,放射治療計畫與劑量,sources/111_2/55_Q.pdf,10,10,keyword_candidates_require_tutor_review
111-2-55-52,放射線治療原理與技術學,放射治療計畫與劑量;癌症與臨床放療;攝影擺位與投照,sources/111_2/55_Q.pdf,11,11,keyword_candidates_require_tutor_review
111-2-55-53,放射線治療原理與技術學,神經系統,sources/111_2/55_Q.pdf,11,11,keyword_candidates_require_tutor_review
111-2-55-54,放射線治療原理與技術學,放射治療計畫與劑量;癌症與臨床放療,sources/111_2/55_Q.pdf,11,11,keyword_candidates_require_tutor_review
111-2-55-55,放射線治療原理與技術學,放療設備與品保;近接與特殊放療,sources/111_2/55_Q.pdf,11,11,keyword_candidates_require_tutor_review
111-2-55-56,放射線治療原理與技術學,輻射量與劑量學;放射治療計畫與劑量;近接與特殊放療;癌症與臨床放療,sources/111_2/55_Q.pdf,12,12,keyword_candidates_require_tutor_review
111-2-55-57,放射線治療原理與技術學,底片與影像接受器;放射治療計畫與劑量;神經系統,sources/111_2/55_Q.pdf,12,12,keyword_candidates_require_tutor_review
111-2-55-58,放射線治療原理與技術學,輻射量與劑量學;偵檢器與計數統計;放射治療計畫與劑量,sources/111_2/55_Q.pdf,12,12,keyword_candidates_require_tutor_review
111-2-55-59,放射線治療原理與技術學,,sources/111_2/55_Q.pdf,12,12,keyword_candidates_require_tutor_review
111-2-55-60,放射線治療原理與技術學,放射治療計畫與劑量;癌症與臨床放療,sources/111_2/55_Q.pdf,12,12,keyword_candidates_require_tutor_review
111-2-55-61,放射線治療原理與技術學,衰減與屏蔽;影像品質與數位影像;放射治療計畫與劑量;放療設備與品保,sources/111_2/55_Q.pdf,12,13,keyword_candidates_require_tutor_review
111-2-55-62,放射線治療原理與技術學,癌症與臨床放療;骨骼肌肉解剖與病理,sources/111_2/55_Q.pdf,13,13,keyword_candidates_require_tutor_review
111-2-55-63,放射線治療原理與技術學,放療設備與品保,sources/111_2/55_Q.pdf,13,13,keyword_candidates_require_tutor_review
111-2-55-64,放射線治療原理與技術學,癌症與臨床放療;呼吸系統,sources/111_2/55_Q.pdf,13,13,keyword_candidates_require_tutor_review
111-2-55-65,放射線治療原理與技術學,放射治療計畫與劑量,sources/111_2/55_Q.pdf,13,13,keyword_candidates_require_tutor_review
111-2-55-66,放射線治療原理與技術學,放射治療計畫與劑量,sources/111_2/55_Q.pdf,13,13,keyword_candidates_require_tutor_review
111-2-55-67,放射線治療原理與技術學,衰減與屏蔽;CT原理與技術;放射治療計畫與劑量,sources/111_2/55_Q.pdf,13,14,keyword_candidates_require_tutor_review
111-2-55-68,放射線治療原理與技術學,放射治療計畫與劑量,sources/111_2/55_Q.pdf,14,14,keyword_candidates_require_tutor_review
111-2-55-69,放射線治療原理與技術學,輻射防護與法規;CT原理與技術;MRI原理與技術;影像品質與數位影像;核醫PET;放療設備與品保;神經系統,sources/111_2/55_Q.pdf,14,14,keyword_candidates_require_tutor_review
111-2-55-70,放射線治療原理與技術學,輻射量與劑量學;放射治療計畫與劑量;放療設備與品保,sources/111_2/55_Q.pdf,14,14,keyword_candidates_require_tutor_review
111-2-55-71,放射線治療原理與技術學,衰減與屏蔽;輻射量與劑量學;輻射防護與法規,sources/111_2/55_Q.pdf,14,14,keyword_candidates_require_tutor_review
111-2-55-72,放射線治療原理與技術學,輻射量與劑量學;輻射防護與法規;放療設備與品保,sources/111_2/55_Q.pdf,14,15,keyword_candidates_require_tutor_review
111-2-55-73,放射線治療原理與技術學,輻射防護與法規;近接與特殊放療,sources/111_2/55_Q.pdf,15,15,keyword_candidates_require_tutor_review
111-2-55-74,放射線治療原理與技術學,半衰期與活度;輻射防護與法規;近接與特殊放療,sources/111_2/55_Q.pdf,15,15,keyword_candidates_require_tutor_review
111-2-55-75,放射線治療原理與技術學,輻射量與劑量學,sources/111_2/55_Q.pdf,15,15,keyword_candidates_require_tutor_review
111-2-55-76,放射線治療原理與技術學,輻射量與劑量學;放射治療計畫與劑量;放療設備與品保,sources/111_2/55_Q.pdf,15,15,keyword_candidates_require_tutor_review
111-2-55-77,放射線治療原理與技術學,輻射防護與法規;放療設備與品保,sources/111_2/55_Q.pdf,15,15,keyword_candidates_require_tutor_review
111-2-55-78,放射線治療原理與技術學,衰減與屏蔽;輻射防護與法規;近接與特殊放療,sources/111_2/55_Q.pdf,15,16,keyword_candidates_require_tutor_review
111-2-55-79,放射線治療原理與技術學,輻射防護與法規;放射治療計畫與劑量;放療設備與品保,sources/111_2/55_Q.pdf,16,16,keyword_candidates_require_tutor_review
111-2-55-80,放射線治療原理與技術學,輻射量與劑量學;輻射防護與法規;底片與影像接受器;放射治療計畫與劑量;放療設備與品保,sources/111_2/55_Q.pdf,16,16,keyword_candidates_require_tutor_review
111-2-66-01,核子醫學診療原理與技術學,放射生物學;癌症與臨床放療;神經系統,sources/111_2/66_Q.pdf,1,1,keyword_candidates_require_tutor_review
111-2-66-02,核子醫學診療原理與技術學,半衰期與活度,sources/111_2/66_Q.pdf,1,1,keyword_candidates_require_tutor_review
111-2-66-03,核子醫學診療原理與技術學,放射藥物與核種製備;核醫器官檢查;癌症與臨床放療;心血管系統;內分泌與代謝,sources/111_2/66_Q.pdf,1,1,keyword_candidates_require_tutor_review
111-2-66-04,核子醫學診療原理與技術學,核衰變與核種平衡;MRI原理與技術;放射藥物與核種製備,sources/111_2/66_Q.pdf,1,1,keyword_candidates_require_tutor_review
111-2-66-05,核子醫學診療原理與技術學,放射藥物與核種製備;攝影擺位與投照;泌尿與生殖系統,sources/111_2/66_Q.pdf,1,1,keyword_candidates_require_tutor_review
111-2-66-06,核子醫學診療原理與技術學,半衰期與活度;MRI原理與技術,sources/111_2/66_Q.pdf,1,2,keyword_candidates_require_tutor_review
111-2-66-07,核子醫學診療原理與技術學,,sources/111_2/66_Q.pdf,2,2,keyword_candidates_require_tutor_review
111-2-66-08,核子醫學診療原理與技術學,核衰變與核種平衡;半衰期與活度;MRI原理與技術;癌症與臨床放療;神經系統;內分泌與代謝,sources/111_2/66_Q.pdf,2,2,keyword_candidates_require_tutor_review
111-2-66-09,核子醫學診療原理與技術學,MRI原理與技術;放射藥物與核種製備;攝影擺位與投照;心血管系統;血液免疫與一般病理,sources/111_2/66_Q.pdf,2,2,keyword_candidates_require_tutor_review
111-2-66-10,核子醫學診療原理與技術學,MRI原理與技術,sources/111_2/66_Q.pdf,2,2,keyword_candidates_require_tutor_review
111-2-66-11,核子醫學診療原理與技術學,核衰變與核種平衡;半衰期與活度,sources/111_2/66_Q.pdf,2,2,keyword_candidates_require_tutor_review
111-2-66-12,核子醫學診療原理與技術學,半衰期與活度;放射藥物與核種製備,sources/111_2/66_Q.pdf,2,2,keyword_candidates_require_tutor_review
111-2-66-13,核子醫學診療原理與技術學,MRI原理與技術;攝影擺位與投照,sources/111_2/66_Q.pdf,2,3,keyword_candidates_require_tutor_review
111-2-66-14,核子醫學診療原理與技術學,放射藥物與核種製備;攝影擺位與投照,sources/111_2/66_Q.pdf,3,3,keyword_candidates_require_tutor_review
111-2-66-15,核子醫學診療原理與技術學,,sources/111_2/66_Q.pdf,3,3,keyword_candidates_require_tutor_review
111-2-66-16,核子醫學診療原理與技術學,核衰變與核種平衡;放射藥物與核種製備,sources/111_2/66_Q.pdf,3,3,keyword_candidates_require_tutor_review
111-2-66-17,核子醫學診療原理與技術學,核醫PET;神經系統;心血管系統,sources/111_2/66_Q.pdf,3,3,keyword_candidates_require_tutor_review
111-2-66-18,核子醫學診療原理與技術學,MRI原理與技術;放射藥物與核種製備,sources/111_2/66_Q.pdf,3,3,keyword_candidates_require_tutor_review
111-2-66-19,核子醫學診療原理與技術學,核醫PET;放射藥物與核種製備;神經系統,sources/111_2/66_Q.pdf,3,3,keyword_candidates_require_tutor_review
111-2-66-20,核子醫學診療原理與技術學,心血管系統,sources/111_2/66_Q.pdf,3,4,keyword_candidates_require_tutor_review
111-2-66-21,核子醫學診療原理與技術學,心血管系統,sources/111_2/66_Q.pdf,4,4,keyword_candidates_require_tutor_review
111-2-66-22,核子醫學診療原理與技術學,放射藥物與核種製備;攝影擺位與投照;心血管系統;血液免疫與一般病理,sources/111_2/66_Q.pdf,4,4,keyword_candidates_require_tutor_review
111-2-66-23,核子醫學診療原理與技術學,放射藥物與核種製備;心血管系統;呼吸系統,sources/111_2/66_Q.pdf,4,4,keyword_candidates_require_tutor_review
111-2-66-24,核子醫學診療原理與技術學,放射藥物與核種製備;攝影擺位與投照;神經系統,sources/111_2/66_Q.pdf,4,4,keyword_candidates_require_tutor_review
111-2-66-25,核子醫學診療原理與技術學,影像品質與數位影像;核醫SPECT與加馬攝影機;核醫器官檢查;心血管系統,sources/111_2/66_Q.pdf,4,4,keyword_candidates_require_tutor_review
111-2-66-26,核子醫學診療原理與技術學,核醫PET;放射藥物與核種製備;攝影擺位與投照,sources/111_2/66_Q.pdf,4,5,keyword_candidates_require_tutor_review
111-2-66-27,核子醫學診療原理與技術學,衰減與屏蔽;輻射防護與法規;放射藥物與核種製備;核醫器官檢查;心血管系統,sources/111_2/66_Q.pdf,5,5,keyword_candidates_require_tutor_review
111-2-66-28,核子醫學診療原理與技術學,核衰變與核種平衡;核醫PET;癌症與臨床放療;神經系統;內分泌與代謝,sources/111_2/66_Q.pdf,5,5,keyword_candidates_require_tutor_review
111-2-66-29,核子醫學診療原理與技術學,核衰變與核種平衡;核醫PET;消化系統;內分泌與代謝,sources/111_2/66_Q.pdf,5,5,keyword_candidates_require_tutor_review
111-2-66-30,核子醫學診療原理與技術學,MRI原理與技術;放射藥物與核種製備;癌症與臨床放療,sources/111_2/66_Q.pdf,5,5,keyword_candidates_require_tutor_review
111-2-66-31,核子醫學診療原理與技術學,放射藥物與核種製備;骨骼肌肉解剖與病理;神經系統;泌尿與生殖系統,sources/111_2/66_Q.pdf,5,5,keyword_candidates_require_tutor_review
111-2-66-32,核子醫學診療原理與技術學,核醫PET;癌症與臨床放療,sources/111_2/66_Q.pdf,5,6,keyword_candidates_require_tutor_review
111-2-66-33,核子醫學診療原理與技術學,MRI原理與技術;放射藥物與核種製備;骨骼肌肉解剖與病理;血液免疫與一般病理,sources/111_2/66_Q.pdf,6,6,keyword_candidates_require_tutor_review
111-2-66-34,核子醫學診療原理與技術學,核衰變與核種平衡;MRI原理與技術;癌症與臨床放療,sources/111_2/66_Q.pdf,6,6,keyword_candidates_require_tutor_review
111-2-66-35,核子醫學診療原理與技術學,MRI原理與技術;癌症與臨床放療,sources/111_2/66_Q.pdf,6,6,keyword_candidates_require_tutor_review
111-2-66-36,核子醫學診療原理與技術學,對比劑與特殊攝影;骨骼肌肉解剖與病理;消化系統,sources/111_2/66_Q.pdf,6,6,keyword_candidates_require_tutor_review
111-2-66-37,核子醫學診療原理與技術學,核衰變與核種平衡;核醫PET,sources/111_2/66_Q.pdf,6,6,keyword_candidates_require_tutor_review
111-2-66-38,核子醫學診療原理與技術學,偵檢器與計數統計;核醫器官檢查;內分泌與代謝,sources/111_2/66_Q.pdf,6,6,keyword_candidates_require_tutor_review
111-2-66-39,核子醫學診療原理與技術學,輻射量與劑量學;放射藥物與核種製備;攝影擺位與投照;泌尿與生殖系統,sources/111_2/66_Q.pdf,6,6,keyword_candidates_require_tutor_review
111-2-66-40,核子醫學診療原理與技術學,放射藥物與核種製備;泌尿與生殖系統,sources/111_2/66_Q.pdf,6,7,keyword_candidates_require_tutor_review
111-2-66-41,核子醫學診療原理與技術學,MRI原理與技術;放射藥物與核種製備;內分泌與代謝,sources/111_2/66_Q.pdf,7,7,keyword_candidates_require_tutor_review
111-2-66-42,核子醫學診療原理與技術學,偵檢器與計數統計;MRI原理與技術;放射藥物與核種製備;內分泌與代謝,sources/111_2/66_Q.pdf,7,7,keyword_candidates_require_tutor_review
111-2-66-43,核子醫學診療原理與技術學,癌症與臨床放療;內分泌與代謝,sources/111_2/66_Q.pdf,7,7,keyword_candidates_require_tutor_review
111-2-66-44,核子醫學診療原理與技術學,放射藥物與核種製備;泌尿與生殖系統;內分泌與代謝,sources/111_2/66_Q.pdf,7,8,keyword_candidates_require_tutor_review
111-2-66-45,核子醫學診療原理與技術學,MRI原理與技術;放射藥物與核種製備;內分泌與代謝,sources/111_2/66_Q.pdf,8,8,keyword_candidates_require_tutor_review
111-2-66-46,核子醫學診療原理與技術學,MRI原理與技術;放射藥物與核種製備;內分泌與代謝,sources/111_2/66_Q.pdf,8,8,keyword_candidates_require_tutor_review
111-2-66-47,核子醫學診療原理與技術學,放射藥物與核種製備;攝影擺位與投照;骨骼肌肉解剖與病理;泌尿與生殖系統,sources/111_2/66_Q.pdf,8,8,keyword_candidates_require_tutor_review
111-2-66-48,核子醫學診療原理與技術學,半衰期與活度;MRI原理與技術;核醫SPECT與加馬攝影機;放射藥物與核種製備;骨骼肌肉解剖與病理;內分泌與代謝,sources/111_2/66_Q.pdf,8,9,keyword_candidates_require_tutor_review
111-2-66-49,核子醫學診療原理與技術學,癌症與臨床放療;消化系統,sources/111_2/66_Q.pdf,9,9,keyword_candidates_require_tutor_review
111-2-66-50,核子醫學診療原理與技術學,偵檢器與計數統計;影像品質與數位影像,sources/111_2/66_Q.pdf,9,9,keyword_candidates_require_tutor_review
111-2-66-51,核子醫學診療原理與技術學,消化系統,sources/111_2/66_Q.pdf,9,9,keyword_candidates_require_tutor_review
111-2-66-52,核子醫學診療原理與技術學,癌症與臨床放療,sources/111_2/66_Q.pdf,9,9,keyword_candidates_require_tutor_review
111-2-66-53,核子醫學診療原理與技術學,內分泌與代謝,sources/111_2/66_Q.pdf,9,9,keyword_candidates_require_tutor_review
111-2-66-54,核子醫學診療原理與技術學,偵檢器與計數統計;骨骼肌肉解剖與病理;消化系統,sources/111_2/66_Q.pdf,9,9,keyword_candidates_require_tutor_review
111-2-66-55,核子醫學診療原理與技術學,MRI原理與技術;放射藥物與核種製備,sources/111_2/66_Q.pdf,9,10,keyword_candidates_require_tutor_review
111-2-66-56,核子醫學診療原理與技術學,CT原理與技術;呼吸系統;消化系統,sources/111_2/66_Q.pdf,10,10,keyword_candidates_require_tutor_review
111-2-66-57,核子醫學診療原理與技術學,放射藥物與核種製備;癌症與臨床放療;骨骼肌肉解剖與病理;呼吸系統,sources/111_2/66_Q.pdf,10,10,keyword_candidates_require_tutor_review
111-2-66-58,核子醫學診療原理與技術學,血液免疫與一般病理,sources/111_2/66_Q.pdf,10,10,keyword_candidates_require_tutor_review
111-2-66-59,核子醫學診療原理與技術學,放療設備與品保,sources/111_2/66_Q.pdf,10,10,keyword_candidates_require_tutor_review
111-2-66-60,核子醫學診療原理與技術學,,sources/111_2/66_Q.pdf,10,10,keyword_candidates_require_tutor_review
111-2-66-61,核子醫學診療原理與技術學,,sources/111_2/66_Q.pdf,10,10,keyword_candidates_require_tutor_review
111-2-66-62,核子醫學診療原理與技術學,偵檢器與計數統計;血液免疫與一般病理,sources/111_2/66_Q.pdf,10,11,keyword_candidates_require_tutor_review
111-2-66-63,核子醫學診療原理與技術學,,sources/111_2/66_Q.pdf,11,11,keyword_candidates_require_tutor_review
111-2-66-64,核子醫學診療原理與技術學,癌症與臨床放療;骨骼肌肉解剖與病理;泌尿與生殖系統,sources/111_2/66_Q.pdf,11,11,keyword_candidates_require_tutor_review
111-2-66-65,核子醫學診療原理與技術學,內分泌與代謝,sources/111_2/66_Q.pdf,11,11,keyword_candidates_require_tutor_review
111-2-66-66,核子醫學診療原理與技術學,放射藥物與核種製備;癌症與臨床放療;攝影擺位與投照;呼吸系統;血液免疫與一般病理,sources/111_2/66_Q.pdf,11,11,keyword_candidates_require_tutor_review
111-2-66-67,核子醫學診療原理與技術學,放射藥物與核種製備;癌症與臨床放療,sources/111_2/66_Q.pdf,11,11,keyword_candidates_require_tutor_review
111-2-66-68,核子醫學診療原理與技術學,MRI原理與技術;癌症與臨床放療;心血管系統,sources/111_2/66_Q.pdf,11,11,keyword_candidates_require_tutor_review
111-2-66-69,核子醫學診療原理與技術學,偵檢器與計數統計;放療設備與品保,sources/111_2/66_Q.pdf,11,12,keyword_candidates_require_tutor_review
111-2-66-70,核子醫學診療原理與技術學,X光產生與能譜;輻射量與劑量學;輻射防護與法規,sources/111_2/66_Q.pdf,12,12,keyword_candidates_require_tutor_review
111-2-66-71,核子醫學診療原理與技術學,,sources/111_2/66_Q.pdf,12,12,keyword_candidates_require_tutor_review
111-2-66-72,核子醫學診療原理與技術學,衰減與屏蔽;影像品質與數位影像;放療設備與品保,sources/111_2/66_Q.pdf,12,12,keyword_candidates_require_tutor_review
111-2-66-73,核子醫學診療原理與技術學,核衰變與核種平衡,sources/111_2/66_Q.pdf,12,12,keyword_candidates_require_tutor_review
111-2-66-74,核子醫學診療原理與技術學,心血管系統,sources/111_2/66_Q.pdf,12,12,keyword_candidates_require_tutor_review
111-2-66-75,核子醫學診療原理與技術學,衰減與屏蔽,sources/111_2/66_Q.pdf,12,13,keyword_candidates_require_tutor_review
111-2-66-76,核子醫學診療原理與技術學,,sources/111_2/66_Q.pdf,13,13,keyword_candidates_require_tutor_review
111-2-66-77,核子醫學診療原理與技術學,輻射量與劑量學;偵檢器與計數統計,sources/111_2/66_Q.pdf,13,13,keyword_candidates_require_tutor_review
111-2-66-78,核子醫學診療原理與技術學,輻射量與劑量學;偵檢器與計數統計;影像品質與數位影像,sources/111_2/66_Q.pdf,13,13,keyword_candidates_require_tutor_review
111-2-66-79,核子醫學診療原理與技術學,影像品質與數位影像,sources/111_2/66_Q.pdf,13,13,keyword_candidates_require_tutor_review
111-2-66-80,核子醫學診療原理與技術學,CT原理與技術;核醫PET;放療設備與品保,sources/111_2/66_Q.pdf,13,13,keyword_candidates_require_tutor_review
112-1-11-01,基礎醫學（包括解剖學、生理學與病理學）,骨骼肌肉解剖與病理,sources/112_1/11_Q.pdf,1,1,keyword_candidates_require_tutor_review
112-1-11-02,基礎醫學（包括解剖學、生理學與病理學）,,sources/112_1/11_Q.pdf,1,1,keyword_candidates_require_tutor_review
112-1-11-03,基礎醫學（包括解剖學、生理學與病理學）,,sources/112_1/11_Q.pdf,1,1,keyword_candidates_require_tutor_review
